author_login,commit_count_raw,active_days,avg_additions,avg_deletions,avg_total_changes,max_total_changes,avg_msg_len,weekend_commit_ratio,total_prs,merged_prs,pr_acceptance_rate,commit_count
kashif,1,1,5.0,1.0,6.0,6,169.0,0.0,29,18,0.62,1
klimarissa17,1,1,1.0,1.0,2.0,2,39.0,0.0,1,1,1.0,1
kmehant,1,1,58.0,8.0,66.0,66,972.0,0.0,9,8,0.89,1
kylesayrs,4,3,23.25,10.75,34.0,58,401.5,0.0,15,13,0.87,4
learning-chip,1,1,1.0,4.0,5.0,5,265.0,0.0,1,1,1.0,1
lhoestq,2,2,301.0,321.5,622.5,798,624.0,0.0,25,20,0.8,2
manueldeprada,2,2,20.5,2.0,22.5,23,191.0,0.0,20,12,0.6,2
marcndo,2,2,9.0,0.5,9.5,17,159.5,0.0,7,3,0.43,2
maximizemaxwell,1,1,87.0,0.0,87.0,87,707.0,0.0,7,6,0.86,1
molbap,2,2,155.0,7.5,162.5,310,150.0,0.0,55,43,0.78,2
mylonjones,1,1,2.0,1.0,3.0,3,134.0,0.0,1,1,1.0,1
null-pointer-access,1,1,6.0,4.0,10.0,10,155.0,0.0,1,1,1.0,1
orionw,1,1,2020.0,0.0,2020.0,2020,1093.0,0.0,3,1,0.33,1
paulpak58,2,1,822.5,7.0,829.5,1651,535.5,0.0,3,2,0.67,2
pcuenca,1,1,10.0,5.0,15.0,15,241.0,0.0,31,23,0.74,1
peteryschneider,1,1,5.0,0.0,5.0,5,228.0,0.0,1,1,1.0,1
qgallouedec,1,1,1.0,1.0,2.0,2,203.0,0.0,21,17,0.81,1
qubvel,5,5,196.2,162.8,359.0,1215,293.6,0.0,88,71,0.81,5
ranzhejiang,1,1,7.0,0.0,7.0,7,343.0,0.0,1,1,1.0,1
rasmi,2,2,1.0,2.0,3.0,4,107.5,0.0,5,4,0.8,2
redmoe-moutain,1,1,1239.0,0.0,1239.0,1239,154.0,0.0,1,1,1.0,1
remi-or,4,3,66.75,25.75,92.5,217,366.25,0.0,21,20,0.95,4
renet10,1,1,23.0,5.0,28.0,28,2637.0,0.0,1,1,1.0,1
richardodliu,1,1,111.0,0.0,111.0,111,848.0,0.0,1,1,1.0,1
ridima11,1,1,3.0,3.0,6.0,6,56.0,0.0,2,1,0.5,1
rudolfwilliam,1,1,6.0,8.0,14.0,14,131.0,0.0,1,1,1.0,1
sameerajashyam,1,1,2.0,2.0,4.0,4,507.0,0.0,6,1,0.17,1
sandeepyadav1478,1,1,102.0,57.0,159.0,159,297.0,0.0,1,1,1.0,1
sbucaille,6,5,54.0,38.666666666666664,92.66666666666669,186,267.0,0.0,16,11,0.69,6
sebastianvlad1,1,1,6.0,1.0,7.0,7,294.0,0.0,1,1,1.0,1
seven-mile,1,1,12.0,10.0,22.0,22,179.0,0.0,2,2,1.0,1
shuminghu,1,1,3262.0,1.0,3263.0,3263,2722.0,0.0,1,1,1.0,1
simonreise,1,1,722.0,51.0,773.0,773,670.0,0.0,4,4,1.0,1
st81,1,1,6.0,4.0,10.0,10,200.0,0.0,3,2,0.67,1
stevhliu,5,3,103.6,99.0,202.6,421,97.2,0.0,145,131,0.9,5
thisisiron,1,1,3.0,0.0,3.0,3,259.0,0.0,8,4,0.5,1
tomaarsen,1,1,1.0,1.0,2.0,2,39.0,0.0,30,27,0.9,1
tugsbayasgalan,1,1,97.0,1.0,98.0,98,133.0,0.0,8,4,0.5,1
tvukovic-amd,1,1,1.0,1.0,2.0,2,190.0,0.0,1,1,1.0,1
umarbutler,1,1,2.0,2.0,4.0,4,253.0,0.0,3,3,1.0,1
vasqu,5,4,10.0,2.4,12.4,46,104.2,0.0,41,32,0.78,5
ved1beta,1,1,1.0,1.0,2.0,2,76.0,0.0,5,2,0.4,1
winglian,3,3,5.0,1.0,6.0,8,96.33333333333331,0.0,45,27,0.6,3
wjdghks950,1,1,1.0,1.0,2.0,2,274.0,0.0,1,1,1.0,1
xadupre,1,1,12.0,1.0,13.0,13,124.0,0.0,6,3,0.5,1
xenova,1,1,1.0,1.0,2.0,2,47.0,0.0,16,13,0.81,1
yao-matrix,4,3,48.5,25.25,73.75,172,519.0,0.0,53,51,0.96,4
yaswanth19,5,3,1608.2,39.4,1647.6,4924,818.8,0.0,18,13,0.72,5
ybkurt,1,1,2.0,2.0,4.0,4,39.0,0.0,1,1,1.0,1
ydshieh,32,14,64.96875,20.71875,85.6875,613,153.4375,0.03125,1020,916,0.9,32
yonigozlan,2,2,41.5,3.5,45.0,86,81.5,0.5,88,74,0.84,2
yuanwu2017,1,1,22.0,0.0,22.0,22,741.0,0.0,10,8,0.8,1
yushi2006,1,1,26.0,10.0,36.0,36,200.0,0.0,6,4,0.67,1
zRzRzRzRzRzRzR,3,3,2338.3333333333335,30.333333333333332,2368.6666666666665,6849,819.6666666666666,0.0,8,4,0.5,3
zhaiji0727,1,1,6.0,2.0,8.0,8,272.0,0.0,1,1,1.0,1
zrohyun,1,1,20.0,20.0,40.0,40,901.0,0.0,1,1,1.0,1
zucchini-nlp,20,11,535.8,778.7,1314.5,12554,318.15,0.0,298,253,0.85,20
CheeseCake87,1,1,2.0,1.0,3.0,3,183.0,0.0,1,1,1.0,1
CoolCat467,1,1,6.0,0.0,6.0,6,36.0,0.0,1,1,1.0,1
JamesMRamm,1,1,1.0,1.0,2.0,2,54.0,0.0,1,1,1.0,1
Resistor-git,2,1,0.5,0.5,1.0,2,50.0,1.0,1,1,1.0,2
Siecje,1,1,4.0,1.0,5.0,5,27.0,0.0,1,1,1.0,1
ThisIzAli2,1,1,1.0,1.0,2.0,2,45.0,1.0,2,1,0.5,1
akinolaemmanuel49,1,1,5.0,1.0,6.0,6,115.0,0.0,1,1,1.0,1
amrear,1,1,1.0,1.0,2.0,2,39.0,0.0,1,1,1.0,1
azmeuk,1,1,6.0,0.0,6.0,6,235.0,0.0,1,1,1.0,1
brendon-codes,1,1,22.0,19.0,41.0,41,23.0,0.0,4,0,0.0,1
dannyi96,1,1,3.0,1.0,4.0,4,33.0,0.0,1,1,1.0,1
davidism,230,65,63.35652173913043,42.99565217391304,106.35217391304349,3357,41.96086956521739,0.3347826086956522,288,285,0.99,230
dependabot[bot],19,11,5.7368421052631575,5.7368421052631575,11.473684210526317,30,1597.9473684210527,0.1578947368421052,107,60,0.56,19
dunkmann00,1,1,5.0,1.0,6.0,6,533.0,0.0,1,1,1.0,1
firefly-cpp,1,1,1.0,1.0,2.0,2,50.0,1.0,1,1,1.0,1
greyli,1,1,1.0,1.0,2.0,2,25.0,1.0,76,54,0.71,1
huebs,1,1,2.0,2.0,4.0,4,52.0,0.0,1,1,1.0,1
jayaddison,1,1,15.0,5.0,20.0,20,598.0,0.0,0,0,0.0,1
kotvkvante,1,1,2.0,2.0,4.0,4,38.0,1.0,1,1,1.0,1
kurtatter,1,1,4.0,1.0,5.0,5,37.0,1.0,1,1,1.0,1
lizardwine,1,1,4.0,1.0,5.0,5,62.0,0.0,1,1,1.0,1
nick2202,1,1,1.0,1.0,2.0,2,42.0,0.0,1,1,1.0,1
pgjones,14,13,125.35714285714286,100.64285714285714,226.0,2975,168.71428571428572,0.7857142857142857,35,30,0.86,14
pre-commit-ci[bot],8,7,1.0,1.0,2.0,2,166.0,0.0,40,36,0.9,8
r04922101,1,1,10.0,1.0,11.0,11,36.0,0.0,1,1,1.0,1
raboof,1,1,1.0,1.0,2.0,2,50.0,0.0,1,1,1.0,1
s-hamann,1,1,0.0,13.0,13.0,13,139.0,0.0,1,1,1.0,1
seiji-alyosha,1,1,4.0,4.0,8.0,8,81.0,0.0,1,1,1.0,1
strugee,1,1,1.0,1.0,2.0,2,28.0,1.0,1,1,1.0,1
webknjaz,1,1,5.0,3.0,8.0,8,209.0,0.0,1,1,1.0,1
zhuangzhuang,1,1,1.0,1.0,2.0,2,22.0,0.0,1,1,1.0,1
