key,id,created,updated,resolution_date,summary,description,status,status_category,issue_type,priority,assignee,reporter,project_key,project_name,story_points,epic_link,components,labels,fix_versions
KAFKA-19427,13621524,2025-06-23T07:35:07.000+0000,2025-07-15T12:54:39.000+0000,,"The __consumer_offsets topic applies the broker configuration message.max.bytes, which may cause the coordinator broker to allocate too much memory and cause OOM","h3. Kafka cluster configuration

1.Kafka version：4.0
2.The cluster specifications are: 3 brokers and 3 controllers
3.JVM startup parameters:
!image-2025-06-23-14-16-00-554.png!

4.JDK version：
!image-2025-06-23-14-17-34-767.png!
h3. Steps to reproduce the problem

1.In this new cluster, create a test topic: {*}test{*}，and this cluster will eventually have *only this one topic* tested by external users.

topic config : NewTopic newTopic = new NewTopic(""test"", 3, (short) 1);
2.Start the producer and send 1,000 messages
3.Start the consumer and use the earliest strategy for consumption. The groupIds are rivenTest1/rivenTest2/.../rivenTest8

4.During the process of starting the consumer, it was found that some consumer groups failed to start, and the coordinator brokers corresponding to these groups also had OOM exceptions

client error logs：
{code:java}
[main] INFO org.apache.kafka.common.telemetry.internals.KafkaMetricsCollector - initializing Kafka metrics collector
[main] INFO org.apache.kafka.common.security.authenticator.AbstractLogin - Successfully logged in.
[main] INFO org.apache.kafka.common.utils.AppInfoParser - Kafka version: 3.9.1
[main] INFO org.apache.kafka.common.utils.AppInfoParser - Kafka commitId: f745dfdcee2b9851
[main] INFO org.apache.kafka.common.utils.AppInfoParser - Kafka startTimeMs: 1750661985923
[main] INFO org.apache.kafka.clients.consumer.internals.ClassicKafkaConsumer - [Consumer clientId=consumer-rivenTest6-1, groupId=rivenTest6] Subscribed to topic(s): test
[main] INFO org.apache.kafka.clients.Metadata - [Consumer clientId=consumer-rivenTest6-1, groupId=rivenTest6] Cluster ID: 3esGOWhETi-zo2uHq7NsFg
[main] INFO org.apache.kafka.clients.consumer.internals.ConsumerCoordinator - [Consumer clientId=consumer-rivenTest6-1, groupId=rivenTest6] Discovered group coordinator 18-97-25-88-k.mq.zoomdev.us:9889 (id: 2147483644 rack: null)
[main] INFO org.apache.kafka.clients.consumer.internals.ConsumerCoordinator - [Consumer clientId=consumer-rivenTest6-1, groupId=rivenTest6] (Re-)joining group
[main] INFO org.apache.kafka.clients.consumer.internals.ConsumerCoordinator - [Consumer clientId=consumer-rivenTest6-1, groupId=rivenTest6] Request joining group due to: need to re-join with the given member-id: consumer-rivenTest6-1-38849218-32fa-430d-b14c-d3ce7ff402c4
[main] INFO org.apache.kafka.clients.consumer.internals.ConsumerCoordinator - [Consumer clientId=consumer-rivenTest6-1, groupId=rivenTest6] (Re-)joining group
[main] INFO org.apache.kafka.clients.consumer.internals.ConsumerCoordinator - [Consumer clientId=consumer-rivenTest6-1, groupId=rivenTest6] Successfully joined group with generation Generation{generationId=17, memberId='consumer-rivenTest6-1-38849218-32fa-430d-b14c-d3ce7ff402c4', protocol='roundrobin'}
[main] INFO org.apache.kafka.clients.consumer.internals.ConsumerCoordinator - [Consumer clientId=consumer-rivenTest6-1, groupId=rivenTest6] Finished assignment for group at generation 17: {consumer-rivenTest6-1-38849218-32fa-430d-b14c-d3ce7ff402c4=Assignment(partitions=[test-0, test-1, test-2])}
[main] INFO org.apache.kafka.clients.consumer.internals.ConsumerCoordinator - [Consumer clientId=consumer-rivenTest6-1, groupId=rivenTest6] Request joining group due to: rebalance failed due to 'Unexpected error from SyncGroup: The server experienced an unexpected error when processing the request.' (KafkaException)
org.apache.kafka.common.KafkaException: Unexpected error from SyncGroup: The server experienced an unexpected error when processing the request.
    at org.apache.kafka.clients.consumer.internals.AbstractCoordinator$SyncGroupResponseHandler.handle(AbstractCoordinator.java:893)
    at org.apache.kafka.clients.consumer.internals.AbstractCoordinator$SyncGroupResponseHandler.handle(AbstractCoordinator.java:812)
    at org.apache.kafka.clients.consumer.internals.AbstractCoordinator$CoordinatorResponseHandler.onSuccess(AbstractCoordinator.java:1311)
    at org.apache.kafka.clients.consumer.internals.AbstractCoordinator$CoordinatorResponseHandler.onSuccess(AbstractCoordinator.java:1286)
    at org.apache.kafka.clients.consumer.internals.RequestFuture$1.onSuccess(RequestFuture.java:206)
    at org.apache.kafka.clients.consumer.internals.RequestFuture.fireSuccess(RequestFuture.java:169)
    at org.apache.kafka.clients.consumer.internals.RequestFuture.complete(RequestFuture.java:129)
    at org.apache.kafka.clients.consumer.internals.ConsumerNetworkClient$RequestFutureCompletionHandler.fireCompletion(ConsumerNetworkClient.java:617)
    at org.apache.kafka.clients.consumer.internals.ConsumerNetworkClient.firePendingCompletedRequests(ConsumerNetworkClient.java:429)
    at org.apache.kafka.clients.consumer.internals.ConsumerNetworkClient.poll(ConsumerNetworkClient.java:314)
    at org.apache.kafka.clients.consumer.internals.ConsumerNetworkClient.poll(ConsumerNetworkClient.java:253)
    at org.apache.kafka.clients.consumer.internals.ClassicKafkaConsumer.pollForFetches(ClassicKafkaConsumer.java:692)
    at org.apache.kafka.clients.consumer.internals.ClassicKafkaConsumer.poll(ClassicKafkaConsumer.java:623)
    at org.apache.kafka.clients.consumer.internals.ClassicKafkaConsumer.poll(ClassicKafkaConsumer.java:596)
    at org.apache.kafka.clients.consumer.KafkaConsumer.poll(KafkaConsumer.java:874)
    at us.zoom.mq.examples.ConsumerTest.startConsumer(ConsumerTest.java:233)
    at us.zoom.mq.examples.ConsumerTest.main(ConsumerTest.java:149)
[main] INFO org.apache.kafka.clients.consumer.internals.ConsumerCoordinator - [Consumer clientId=consumer-rivenTest6-1, groupId=rivenTest6] Member consumer-rivenTest6-1-38849218-32fa-430d-b14c-d3ce7ff402c4 sending LeaveGroup request to coordinator 18-97-25-88-k.mq.zoomdev.us:9889 (id: 2147483644 rack: null) due to the consumer is being closed
[main] INFO org.apache.kafka.clients.consumer.internals.ConsumerCoordinator - [Consumer clientId=consumer-rivenTest6-1, groupId=rivenTest6] Resetting generation and member id due to: consumer pro-actively leaving the group
[main] INFO org.apache.kafka.clients.consumer.internals.ConsumerCoordinator - [Consumer clientId=consumer-rivenTest6-1, groupId=rivenTest6] Request joining group due to: consumer pro-actively leaving the group
[main] ERROR org.apache.kafka.clients.consumer.internals.ConsumerCoordinator - [Consumer clientId=consumer-rivenTest6-1, groupId=rivenTest6] LeaveGroup request with Generation{generationId=17, memberId='consumer-rivenTest6-1-38849218-32fa-430d-b14c-d3ce7ff402c4', protocol='roundrobin'} failed with error: The server experienced an unexpected error when processing the request.
[main] INFO org.apache.kafka.common.metrics.Metrics - Metrics scheduler closed
[main] INFO org.apache.kafka.common.metrics.Metrics - Closing reporter org.apache.kafka.common.metrics.JmxReporter
[main] INFO org.apache.kafka.common.metrics.Metrics - Closing reporter org.apache.kafka.common.telemetry.internals.ClientTelemetryReporter
[main] INFO org.apache.kafka.common.metrics.Metrics - Metrics reporters closed
[main] INFO org.apache.kafka.common.utils.AppInfoParser - App info kafka.consumer for consumer-rivenTest6-1 unregistered {code}
coordinator broker error logs：
!image-2025-06-23-15-04-26-598.png!

 

 
h3. Analysis:

This is a brand new Kafka4.0 cluster with only one topic created;
The JDK version is 17;
Why does the broker encounter OOM so quickly when it is just sending and consuming data? Is there a memory leak somewhere?
1 First, use the arthas tool to analyze the memory usage

!image-2025-06-23-15-04-15-708.png!

We can see that most of the heap memory is {*}occupied by the old generation{*}, and it is likely that the program will directly experience OOM of the heap memory when it needs to {color:#ff0000}*apply for a large object. It should be noted that the maximum memory we allocate to the Kafka process is actually 3G, and there is also a lot of space left in the heap memory. Why does it directly trigger the Java heap space type OOM in this case?*{color}

{color:#172b4d}2.Dump memory snapshots and use tools to analyze what is currently occupying a large amount of memory in the program
!image-2025-06-23-15-33-06-851.png!

!image-2025-06-23-15-33-26-209.png!
After analyzing the memory usage, I found that it was basically all the *coordinators* objects in the *CoordinatorRuntime* class that occupied the memory and did not release it; coordinators is a ConcurrentHashMap structure, the key is the TopicPartition type, and the value is the CoordinatorContext type.
!image-2025-06-23-15-11-13-026.png!

Why does a broker machine simply start a consumer, the topic has only three partitions, and the consumer group uses no more than 10 partitions in total, and the *coordinators* object in the broker process occupies such a large amount of memory and does not release it?
Is there a problem with the broker configuration or the JDK17 version or the jvm startup parameters, or is there a memory leak in the kafka 4.0 version code?{color}{color:#172b4d}Please help analyze and answer, looking forward to your reply.
Thank you very much!{color}",Open,To Do,Bug,Critical,,RivenSun,KAFKA,Kafka,,,"consumer,group-coordinator",,
KAFKA-19425,13621466,2025-06-21T11:34:41.000+0000,2025-07-03T13:12:47.000+0000,,local segment on disk never deleted forever when remote storage initial failed,"remote storage initial failed is silence so that the disk keep increasing forever.
[stop the server when fail to initialize to avoid local segment never got deleted. by jiafu1115 · Pull Request #20007 · apache/kafka|https://github.com/apache/kafka/pull/20007]",Open,To Do,Bug,Critical,,fujian,KAFKA,Kafka,3600.0,,Tiered-Storage,,
KAFKA-19400,13620670,2025-06-11T14:00:42.000+0000,2025-07-14T14:38:11.000+0000,,Update AddRaftVoterRPC to support controller auto-joining,"When AddRaftVoterRPCs are sent as part of auto-joining, the active controller should send a response after the new voter set has been appended to only its own log. This allows the auto-joining replica to fetch the new voter set.",Open,To Do,Improvement,Major,Kevin Wu,Kevin Wu,KAFKA,Kafka,,,,,4.2.0
KAFKA-19397,13620540,2025-06-10T11:56:44.000+0000,2025-07-07T11:56:19.000+0000,2025-07-07T11:56:19.000+0000,TransactionManager.handleCompletedBatch throws NPE,"Sometimes, current trunk throws the following NPE:

 
{code:java}
[2025-05-29 04:06:05,855] ERROR [kafka-producer-network-thread | i-07bbab180f6062ba3-StreamThread-3-producer] [Producer clientId=i-07bbab180f6062ba3-StreamThread-3-producer] Uncaught error in request completion: (org.apache.kafka.clients.NetworkClient)
java.lang.NullPointerException: Cannot read field ""topicPartition"" because ""batch"" is null
at org.apache.kafka.clients.producer.internals.TransactionManager.handleCompletedBatch(TransactionManager.java:748)
at org.apache.kafka.clients.producer.internals.Sender.completeBatch(Sender.java:736)
at org.apache.kafka.clients.producer.internals.Sender.completeBatch(Sender.java:710)
at org.apache.kafka.clients.producer.internals.Sender.lambda$handleProduceResponse$2(Sender.java:613)
at java.base/java.util.ArrayList.forEach(ArrayList.java:1511)
at org.apache.kafka.clients.producer.internals.Sender.lambda$handleProduceResponse$3(Sender.java:597)
at java.base/java.lang.Iterable.forEach(Iterable.java:75)
at org.apache.kafka.clients.producer.internals.Sender.handleProduceResponse(Sender.java:597)
at org.apache.kafka.clients.producer.internals.Sender.lambda$sendProduceRequest$9(Sender.java:895)
at org.apache.kafka.clients.ClientResponse.onComplete(ClientResponse.java:154)
at org.apache.kafka.clients.NetworkClient.completeResponses(NetworkClient.java:669)
at org.apache.kafka.clients.NetworkClient.poll(NetworkClient.java:661)
at org.apache.kafka.clients.producer.internals.Sender.runOnce(Sender.java:340)
at org.apache.kafka.clients.producer.internals.Sender.run(Sender.java:242)
at java.base/java.lang.Thread.run(Thread.java:840)
 
 
{code}
 

This was discovered in a long-running test, so we do not have a directly reproducible test case. However, DEBUG logs are included below, which show the sequence of METADATA and PRODUCE requests / responses that seem to cause this.

 

Likely cause is the change here: [https://github.com/apache/kafka/pull/15968]",Resolved,Done,Bug,Blocker,Omnia Ibrahim,Lucas Brutschy,KAFKA,Kafka,,,"clients,producer ",,4.1.0
KAFKA-19395,13620494,2025-06-10T04:54:06.000+0000,2025-07-11T08:22:37.000+0000,,The version and license information in the `NOTICE-binary` file for `JUnit` are inconsistent,"[1]: [https://github.com/apache/kafka/blob/3a0a1705a1a7caa9b4b14158b05325138c904451/NOTICE-binary#L163]

[2]:

https://github.com/apache/kafka/blob/3a0a1705a1a7caa9b4b14158b05325138c904451/NOTICE-binary#L251",Open,To Do,Improvement,Minor,Nick Guo,Nick Guo,KAFKA,Kafka,,,,,
KAFKA-19390,13620394,2025-06-09T05:47:05.000+0000,2025-07-15T17:07:04.000+0000,2025-07-08T16:16:09.000+0000,AbstractIndex#resize() does not release old mmap on Linux,"Our kafka broker crashed with the following error:
{code:java}
[2025-03-29 09:37:03,218] ERROR Error while appending records to <topic>-<partition> in dir /kafka-logs/data ...
java.io.IOException: Map failed
at java.base/sun.nio.ch.FileChannelImpl.mapInternal(FileChannelImpl.java:1127)
at java.base/sun.nio.ch.FileChannelImpl.map(FileChannelImpl.java:1032)
at org.apache.kafka.storage.internals.log.AbstractIndex.createMappedBuffer(AbstractIndex.java:467)
at org.apache.kafka.storage.internals.log.AbstractIndex.createAndAssignMmap(AbstractIndex.java:105)
at org.apache.kafka.storage.internals.log.AbstractIndex.<init>(AbstractIndex.java:83)
at org.apache.kafka.storage.internals.log.TimeIndex.<init>(TimeIndex.java:65)
at org.apache.kafka.storage.internals.log.LazyIndex.loadIndex(LazyIndex.java:242)
at org.apache.kafka.storage.internals.log.LazyIndex.get(LazyIndex.java:179)
at org.apache.kafka.storage.internals.log.LogSegment.timeIndex(LogSegment.java:146)
at org.apache.kafka.storage.internals.log.LogSegment.readMaxTimestampAndOffsetSoFar(LogSegment.java:201)
at org.apache.kafka.storage.internals.log.LogSegment.maxTimestampSoFar(LogSegment.java:211)
at org.apache.kafka.storage.internals.log.LogSegment.append(LogSegment.java:262)
at kafka.log.LocalLog.append(LocalLog.scala:417)
...
Caused by: java.lang.OutOfMemoryError: Map failed
at java.base/sun.nio.ch.FileChannelImpl.map0(Native Method)
at java.base/sun.nio.ch.FileChannelImpl.mapInternal(FileChannelImpl.java:1124)
... 33 more{code}
We found that kafka process hit the vm.max_map_count limit (which was set to 262144) and most of the mapped entries correspond to deleted index files.
{code:java}
> sudo cat /proc/${KAFKA_PID}/maps | grep deleted
7d8c5cc00000-7d8c5d600000 rw-s 00000000 08:11 202854769 /kafka-logs/data/topic1-22/00000000332910579773.timeindex.deleted (deleted)
7d8c5d800000-7d8c5e200000 rw-s 00000000 08:11 202854768 /kafka-logs/data/topic1-22/00000000332910579773.index.deleted (deleted)
7d8c67400000-7d8c67e00000 rw-s 00000000 08:11 202562514 /kafka-logs/data/topic2-116/00000000165968090794.timeindex.deleted (deleted)
7d8c68000000-7d8c68a00000 rw-s 00000000 08:11 202562513 /kafka-logs/data/topic2-116/00000000165968090794.index.deleted (deleted)
7d8c6d400000-7d8c6de00000 rw-s 00000000 08:11 202596518 /kafka-logs/data/topic2-356/00000000168702579081.timeindex.deleted (deleted)
7d8c6e000000-7d8c6ea00000 rw-s 00000000 08:11 202596517 /kafka-logs/data/topic2-356/00000000168702579081.index.deleted (deleted)
7d8c71c00000-7d8c72600000 rw-s 00000000 08:11 202798981 /kafka-logs/data/topic3-433/00000000116740630582.timeindex.deleted (deleted)
7d8c72800000-7d8c73200000 rw-s 00000000 08:11 202798980 /kafka-logs/data/topic3-433/00000000116740630582.index.deleted (deleted)
7d8c77c00000-7d8c78600000 rw-s 00000000 08:11 202754947 /kafka-logs/data/topic3-74/00000000118067749684.timeindex.deleted (deleted)
7d8c78800000-7d8c79200000 rw-s 00000000 08:11 202754946 /kafka-logs/data/topic3-74/00000000118067749684.index.deleted (deleted)
7d8c79400000-7d8c79e00000 rw-s 00000000 08:11 202813710 /kafka-logs/data/topic2-82/00000000162756700035.timeindex.deleted (deleted)
7d8c7a000000-7d8c7aa00000 rw-s 00000000 08:11 202813709 /kafka-logs/data/topic2-82/00000000162756700035.index.deleted (deleted)
7d8c7ac00000-7d8c7b600000 rw-s 00000000 08:11 202596526 /kafka-logs/data/topic2-355/00000000169939763750.timeindex.deleted (deleted)
7d8c7b800000-7d8c7c200000 rw-s 00000000 08:11 202596525 /kafka-logs/data/topic2-355/00000000169939763750.index.deleted (deleted)
7d8c7c400000-7d8c7ce00000 rw-s 00000000 08:11 202562498 /kafka-logs/data/topic2-295/00000000168913981903.timeindex.deleted (deleted)
7d8c7d000000-7d8c7da00000 rw-s 00000000 08:11 202562497 /kafka-logs/data/topic2-295/00000000168913981903.index.deleted (deleted)
7d8c80c00000-7d8c81600000 rw-s 00000000 08:11 202754939 /kafka-logs/data/topic3-13/00000000115588098896.timeindex.deleted (deleted)
7d8c81800000-7d8c82200000 rw-s 00000000 08:11 202754938 /kafka-logs/data/topic3-13/00000000115588098896.index.deleted (deleted)
7d8c83c00000-7d8c84600000 rw-s 00000000 08:11 202798989 /kafka-logs/data/topic3-314/00000000118254254601.timeindex.deleted (deleted)
7d8c84800000-7d8c85200000 rw-s 00000000 08:11 202798988 /kafka-logs/data/topic3-314/00000000118254254601.index.deleted (deleted)
...{code}
In AbstractIndex.resize(), the old memory mapping is explicitly unmapped on windows or z/OS using safeForceUnmap(), but on Linux the unmapping step is skipped.
The same issue was originally reported in KAFKA-7442, but the corresponding pull request was never merged.
We propose that resize() should call safeForceUnmap() on all platforms to prevent stale mappings from lingering.

ref: [https://speakerdeck.com/lycorptech_jp/20250609b]
h2. Test

We tested our patch on the following system environment and found no measurable performance regression.

*Environment*
 * Kafka: 3.8.1
 * Java: OpenJDK 17
 * OS: Rocky Linux 9
 * Broker: 10 brokers for original, 10 brokers for patched
 ** CPU: Intel Xeon Silver 4310 (2 sockets)
 ** Memory: 250 GB
 ** Disk: HDD

*Workloads*
 * Peak throughput per broker:
 ** 6K req/s
 ** 85.2 MB/s

h3. Idle percentage of request handler and network processor threads

original:

!orig_request_handler.png|width=1000,height=222!

!orig_network_processor.png|width=999,height=163!

patched:

!patched_request_handler.png|width=997,height=228!

!patched_network_processor.png|width=1004,height=160!
h3. Resource load

original:

!orig_cpu.png|width=1000,height=227!

!orig_disk_io.png|width=997,height=168!

patched:

!patched_cpu.png|width=999,height=227!

!patched_disk_io.png|width=1002,height=160!",Resolved,Done,Bug,Major,Masahiro Mori,Masahiro Mori,KAFKA,Kafka,,,core,Linux,4.2.0
KAFKA-19384,13620318,2025-06-06T19:41:43.000+0000,2025-07-07T01:51:24.000+0000,,The passing of BrokerRegistrationRequestTest is a false positive,"All requests used in testing are ""failed"" due to isMigratingZkBroker, and therefore the cases we want to test are not actually covered.",In Progress,In Progress,Improvement,Minor,HongYi Chen,Chia-Ping Tsai,KAFKA,Kafka,,,,,
KAFKA-19371,13620056,2025-06-04T13:27:41.000+0000,2025-07-02T05:53:14.000+0000,2025-07-02T05:53:14.000+0000,"When a broker restarts, it should not attempt to create the __remote_log_metadata topic if it already exists.","*[Precondition]*
Kafka cluster already enabled the remote storage feature based on inner topic's implementation. The core inner topic ""__remote_log_metadata"" already created.
 
*[Steps]*

1. Restart one broker of the Kafka cluster.

2. Check the log and the code logic for the ""__remote_log_metadata""s creating when broker restarting
 
*[Expect result]*
The broker shouldn't attempt to call API to create the topic due to that it already existed.
 
*[Actual result]*
The results are different which depend on the start process' duration for broker:
*Case 1: Happy Path when restarting take a short time*
[2025-06-03 22:35:11,648] INFO Topic __remote_log_metadata {color:#00875a}exists{color}. TopicId: 4CT2TTC-R6u7fNo_njYlDA, numPartitions: 50,

*Case 2: Unhappy path 1 when restarting take some time*
[2025-06-03 23:59:40,505] INFO Topic __remote_log_metadata{color:#de350b} does not exist{color}. Error: Timed out waiting for a node assignment. Call: listNodes
[2025-06-04 00:00:36,938] INFO Topic [__remote_log_metadata] {color:#de350b}already exists{color}
*Case 3: Unhappy path 2 when restarting take a long time.*
[2025-06-03 21:57:21,151] INFO Topic __remote_log_metadata {color:#de350b}does not exist{color}. Error: {color:#de350b}Timed out waiting{color} for a node assignment. Call: {color:#de350b}listNodes {color}at
[2025-06-03 21:58:21,153] ERROR Encountered error while creating __remote_log_metadata topic. java.util.concurrent.ExecutionException: org.apache.kafka.common.errors.{color:#de350b}TimeoutException{color}: Timed out waiting for a node assignment. Call: {color:#de350b}createTopics {color}at
 
From the log and current code. we can know that {color:#de350b}case 2 and case 3 both give the prompt ""the topic does not exist"" and try to call topic creating API. In actually. it is useless and contradict the fact that the topic already existed. Especially. the case 2's log prompt the topic existed and not existed at the same time.{color}
 
*[Root Cause analyst]*
After reviewing the related code (TopicBasedRemoteLogMetadataManager#doesTopicExist). It is one {color:#de350b}wrong implement{color} to judge one topic existed or not.
So let me create this [PR |#19899 · apache/kafka]to fix this minor bug. Thanks
 
FYI:
Why we got the timeout exception?
It is normal case based on the fact:
When restarting broker. The connection to query/create topic in ""TopicBasedRemoteLogMetadataManager#initializeResources""will fail until the broker's self  get ready.
[2025-06-03 23:21:20,752] WARN [AdminClient clientId=adminclient-1] Connection to node -1 ([10.20.1.125:9559)|https://10-20-1-125/] could not be established. Node may not be available.
[2025-06-03 23:21:21,282] INFO [BrokerServer id=2] Transition from STARTING to STARTED (kafka.server.BrokerServer)",Resolved,Done,Bug,Major,,fujian,KAFKA,Kafka,259200.0,,Tiered-Storage,,4.2.0
KAFKA-19357,13619796,2025-06-01T07:50:22.000+0000,2025-07-15T04:17:09.000+0000,,AsyncConsumer#close hangs during closing because the commitAsync request never completes due to a missing coordinator,"KAFKA-16103 ensures the AsyncConsumer wait the requests sent by commitAsync during the close. However, the `CoordinatorRequestManager` does not send any request to find coordinator during close, and hence the requests sent by `CommitRequestManager are never completed during the close since there is no coordinator",Open,To Do,Bug,Major,Yu Chia Ma,Chia-Ping Tsai,KAFKA,Kafka,,,"clients,consumer",,4.2.0
KAFKA-19354,13619705,2025-05-30T17:59:08.000+0000,2025-07-09T15:16:00.000+0000,,KRaft observer unable to recover after re-bootstrapping to follower,"[Original dev mail thread|https://lists.apache.org/thread/ws3390khsxhdg2b8cnv2mzv8slz5xq7q]

If an observer's FETCH request to the quorum leader experiences a failure/timeout, it is possible that when it re-bootstraps, it will connect to a follower node (random selection). Subsequently, the observer node will continually send FETCH requests to that follower, and in receive a response with a ""partitionError"" errorCode=6 (NOT_LEADER_OR_FOLLOWER), which does not trigger a re-bootstrap.
Thus, the observer will be stuck sending FETCH requests to the follower instead of the leader, halting metadata replication and causing it to fall out of sync.

To recover from this state, re-bootstrapping would need to occur by restarting the affected observer or follower, until it connects to the correct leader.

*Steps to reproduce:*
1. Spin up Kafka cluster with 3 or 5 controllers. (ideally 5 to increase likelihood of bootstrapping to a follower instead of the leader)
2. Enable a network delay on a particular observer broker (e.g. `tc qdisc add dev eth0 root netem delay 2500ms`). I picked 2500ms since default timeout is 2s for `controller.quorum.fetch.timeout.ms`/`controller.quorum.request.timeout.ms`. After a few seconds, disable the network delay (e.g. `tc qdisc del dev eth0 root netem`).
3. The observer node will re-bootstrap, potentially to a follower instead of the leader. If so, the observer will continuously send fetch requests to the follower node, receive `NOT_LEADER_OR_FOLLOWER` in response, and will no longer replicate metadata.

*Debug logs demonstrating this scenario:*
- https://gist.github.com/justin-chen/1f3eee79d9a5066a467818a0b1bc006f
- kraftcontroller-3 (leader), kraftcontroller-4 (follower), kafka-0 (observer)
",Patch Available,In Progress,Bug,Major,Alyssa Huang,Justin Chen,KAFKA,Kafka,,,kraft,,
KAFKA-19306,13618461,2025-05-18T17:54:52.000+0000,2025-07-11T18:00:44.000+0000,,Migrate LogCompactionTester to tool module,as title,Open,To Do,Improvement,Major,Yunchi Pang,Chia-Ping Tsai,KAFKA,Kafka,,,,,
KAFKA-19305,13618460,2025-05-18T16:27:35.000+0000,2025-07-14T18:53:16.000+0000,,Ensure all image classes are immutable,"The collections in ClientQuotaImage, TopicImage, and ScramImage are not wrapped to ensure immutability. In contrast, the collections in other image classes are.",Open,To Do,Improvement,Minor,Chang Chi Hsu,Chia-Ping Tsai,KAFKA,Kafka,,,,,
KAFKA-19279,13618079,2025-05-14T09:03:13.000+0000,2025-07-14T05:55:03.000+0000,,DefaultMessageFormatter is inaccessible as it's package-private class,"As per [upgrade-notes|
https://github.com/apache/kafka/blob/ec70c4436210b7578777739091e365b03c69946f/docs/upgrade.html#L259],  it has been told as below
{code:java}
kafka.tools.DefaultMessageFormatter{code}
class was removed. 
 
Please use the 
{code:java}
org.apache.kafka.tools.consumer.DefaultMessageFormatter{code}
class instead.
 
 
Now 
{code:java}
org.apache.kafka.tools.consumer.DefaultMessageFormatter{code}
is package-private class which means, we can't directly use it as below
 
{code:java}
private val defaultFormatter: DefaultMessageFormatter = new DefaultMessageFormatter {code}
 
It throws error as 
{code:java}
Symbol DefaultMessageFormatter is inaccessible from this place {code}
Due ot this, we can't use other member variable `printHeaders`. 
 
This is happened when we upgraded kafka-tools from 3.4.1 to 3.9.0 version. 
 
Need help in this regarding. ",Patch Available,In Progress,Bug,Major,,Aniruddha Navare,KAFKA,Kafka,,,tools,,
KAFKA-19259,13617707,2025-05-09T20:25:34.000+0000,2025-07-10T00:10:14.000+0000,,Async consumer fetch intermittent delays on console consumer,"We noticed that fetching with the kafka-console-consumer.sh tool using the new consumer shows some intermittent delays, that are not seen when running the same with the classic consumer. Note that I disabled auto-commit to isolate the delay, and from a first look seems to come from the fetchBuffer.awaitNonEmpty logic, that alternatively takes almost the full poll timeout (runs ""fast"", then ""slow"", and continues to alternate)

[https://github.com/apache/kafka/blob/0b81d6c7802c1be55dc823ce51729f2c6a6071a7/clients/src/main/java/org/apache/kafka/clients/consumer/internals/AsyncKafkaConsumer.java#L1808]  

The difference in behaviour between the 2 consumers can be seen with this setup:
 * topic with 6 partitions (I tried with 1 partition first and didn't see the delay, then with 3 and 6 I could see it) 
 * data populated in topic with producer sending generated uuids to the topic in while loop 
 * run console consumer (asycn) no commit:

bin/kafka-console-consumer.sh --topic t1 --bootstrap-server localhost:9092 --consumer-property group.protocol=consumer --group cg1 --consumer-property enable.auto.commit=false
Here we can notice the pattern that looks like batches, and custom logs on the awaitNonEmpty show it take the full poll timeout on alternate poll iterations.

 * run same but for classic consumer (consumer-property group.protocol=classic) -> not such pattern of intermittent delays

Produce continuously (I used this) 
while sleep 1; do echo $(uuidgen); done | bin/kafka-console-producer.sh --bootstrap-server localhost:9092 --topic t1

This needs more investigation to fully understand if it's indeed something in the fetch path or something else) ",Open,To Do,Bug,Major,Arpit Goyal,Lianet Magrans,KAFKA,Kafka,,,"clients,consumer",consumer-threading-refactor,4.2.0
KAFKA-19254,13617477,2025-05-07T20:15:16.000+0000,2025-07-14T20:28:30.000+0000,2025-07-14T20:28:30.000+0000,Add generic feature level metric,KIP link: https://cwiki.apache.org/confluence/display/KAFKA/KIP-1180%3A+Add+a+generic+feature+level+metric,Resolved,Done,New Feature,Major,Kevin Wu,Kevin Wu,KAFKA,Kafka,,,,,4.2.0
KAFKA-19248,13617319,2025-05-06T17:59:22.000+0000,2025-07-09T12:49:07.000+0000,2025-07-09T12:48:55.000+0000,Plugins Test for Multiversioning in Kafka Connect,Add tests for plugin level isolation for Kafka connect (KIP-891).,Resolved,Done,Improvement,Major,,Snehashis Pal,KAFKA,Kafka,,,connect,,4.1.0
KAFKA-19221,13616835,2025-04-30T16:05:31.000+0000,2025-07-05T19:07:07.000+0000,2025-07-05T19:07:07.000+0000,IOException on log segment close shouldn't be ignored,"Related to the findings in KAFKA-19200.

An IOException in {{TimeIndex#close}} is currently silently ignored. This may potentially lead to a situation where {{TimeIndex#trimToValidSize}} fails and the next broker startup will not attempt to recover the log segment as it considers the shutdown as ""clean"", eventually causing the symptoms described in the aforementioned JIRA.

",Resolved,Done,Bug,Major,Gaurav Narula,Gaurav Narula,KAFKA,Kafka,,,,,"4.0.1,4.1.0"
