key,id,created,updated,resolution_date,summary,description,status,status_category,issue_type,priority,assignee,reporter,project_key,project_name,story_points,epic_link,components,labels,fix_versions
KAFKA-19450,13622141,2025-06-30T13:04:09.000+0000,2025-07-09T08:51:36.000+0000,2025-07-09T08:51:36.000+0000,ShareConsumerPerformance does not handle exceptions from consumeMessagesForSingleShareConsumer,"Within {{{}ShareConsumerPerformance.java,a{}}}ll the share consumers run with within an {{executorService}} object and when we perform {{executorService.submit()}}  in {{{}ShareConsumerPerformance{}}}, we do not store this future and exception would be recovered only when we do a {{future.get()}} in this case. I believe this is a shortcoming in {{ShareConsumerPerformance.java}} which needs to be improved.",Resolved,Done,Sub-task,Major,Abhinav Dixit,Abhinav Dixit,KAFKA,Kafka,,,,,4.2.0
KAFKA-19444,13622001,2025-06-27T14:09:16.000+0000,2025-07-10T13:49:22.000+0000,2025-07-09T09:24:58.000+0000,SASL GSSAPI not working with librdkafka and AK 4.x,"By running librdkafka with AK 4.0 we see that SASL GSSAPI isn't working.
The feature is missing because librdkafka is incorrectly checking for JoinGroup v0 only and not v0+.

When testing librdkafka versions with 4.0 we missed this case so JoinGroup v0 and v1 were removed.

A [fix|https://github.com/confluentinc/librdkafka/pull/5131] is already merged in librdkafka and will be released in v2.11.0.
Enabling back the deprecated JoinGroup RPC versions will help the users looking to continue using Kerberos authentication without upgrading.",Resolved,Done,Bug,Critical,Ismael Juma,Emanuele Sabellico,KAFKA,Kafka,,,,,"4.0.1,4.1.0"
KAFKA-19441,13621946,2025-06-27T05:39:45.000+0000,2025-07-15T03:35:39.000+0000,,Encapsulate MetadataImage in GroupCoordinator,"The MetadataImage has a ton of stuff in it and it gets passed around all over the place in the new GroupCoordinator. This makes it difficult to understand what metadata the group coordinator actually relies on and makes it too easy to use metadata in ways it wasn't meant to be used. 

 

If we encapsulate the MetadataImage in an interface that clearly indicates what metadata the group coordinator actually uses, it is much easier at a glance to see what dependencies it has on the metadata. Also, if the source of metadata needs to evolve for whatever reason, we can do so easily by wrapping MetadataImage in an interface.",Open,To Do,Improvement,Major,Liz Bennett,Liz Bennett,KAFKA,Kafka,,,group-coordinator,,
KAFKA-19440,13621898,2025-06-26T14:41:36.000+0000,2025-07-09T08:55:29.000+0000,2025-07-03T10:08:49.000+0000,Admin.alterShareGroupOffsets doesn't handle exceptions correctly,"When testing [https://github.com/apache/kafka/pull/19820], it became clear that the error handling in Kafka admin for alterShareGroupOffsets isn't quite right and this means error codes do not make it back to kafka-share-groups.sh.",Resolved,Done,Sub-task,Major,Andrew Schofield,Andrew Schofield,KAFKA,Kafka,,,,,4.2.0
KAFKA-19435,13621752,2025-06-25T10:01:30.000+0000,2025-07-14T14:13:12.000+0000,2025-07-14T14:13:12.000+0000,Optimize `kafka-consumer-groups.sh` to return the offset info of other partitions even when the leader of some partitions are missing,"When we use the `{{{}kafka-consumer-groups.sh`{}}} script to query the LAG of some consumer group, if the leader of the corresponding topic-partition is missing, it will directly throw an exception, which may cause the following problems:
 # There are 10 partitions in total, but if only 1 partition lacks a leader, users will be unable to view the LAG of the other 9 partitions.
 # Throwing an exception directly will subconsciously make users think that there is a major failure in the cluster.

 

Perhaps we can optimize this script to return as much information as possible instead of throwing an exception directly.

 

 ",Resolved,Done,Improvement,Minor,kangning.li,kangning.li,KAFKA,Kafka,,,admin,,4.2.0
KAFKA-19431,13621684,2025-06-24T14:24:14.000+0000,2025-07-11T10:04:39.000+0000,,Stronger assignment consistency with subscription for consumer groups ,"Currently, consumer group assignments are eventually consistent with subscriptions: when a member has unrevoked partitions, it is not allowed to reconcile with the latest target assignment. If a member with unrevoked partitions shrinks its subscription, it may observe assignments from the broker containing topics it is no longer subscribed to.

If we wanted to, we could tighten this up at the cost of extra CPU time. Note that it's not feasible to close the gap for regex subscriptions, since there will always be a window when the regex is not yet resolved and we cannot tell whether a topic is part of the subscription.

One way to do this would be to update {{CurrentAssignmentBuilder}} and
 * Add a {{MetadataImage}} and map of resolved regexes
 * Define the set of subscribed topic uuids as the union of the topic name subscription and resolved regex topic names, like how {{TargetAssignmentBuilder}} does it.
 ** When the regex is unresolved, we can’t know which topics are part of the subscription. We treat unresolved regexes as matching no topics, to be conservative. This way, the assignment is always consistent with the subscription.
 * Update the loop over topics in {{computeNextAssignment}} to treat the assigned partitions as an empty set when the topic is not part of the subscription.
 * Do not advance the member epoch past the target assignment epoch when exiting the {{UNREVOKED_PARTITIONS}} state.
 * Define an {{updateCurrentAssignment}} method that drops any unsubscribed topics from the member’s current assignment and transitions the member to {{UNREVOKED_PARTITIONS}} if any topics were dropped.
 * Use {{updateCurrentAssignment}} on the other {{UNREVOKED_PARTITIONS}} path.

Additionally, if we ever end up with asynchronous assignors (such as client-computed ones),
 * We add a new flag to {{maybeReconcile}} called {{{}hasSubscriptionChanged{}}}. When the flag is set, we run the {{CurrentAssignmentBuilder}} even when reconciled to the target assignment, since the target assignment can lag behind the group epoch.
 * Use {{updateCurrentAssignment}} on all {{CurrentAssignmentBuilder}} paths that do not use {{{}computeNextAssignment{}}}.",Open,To Do,Improvement,Major,Sean Quah,Sean Quah,KAFKA,Kafka,,,group-coordinator,,
KAFKA-19430,13621594,2025-06-23T19:58:19.000+0000,2025-07-09T20:57:15.000+0000,,Don't fail on RecordCorruptedException,"From [https://github.com/confluentinc/kafka-streams-examples/issues/524]

Currently, the existing `DeserializationExceptionHandler` is applied when de-serializing the record key/value byte[] inside Kafka Streams. This implies that a `RecordCorruptedException` is not handled.

We should explore to not let Kafka Streams crash, but maybe retry this error automatically (as `RecordCorruptedException extends RetriableException`), and find a way to pump the error into the existing exception handler.

If the error is transient, user can still use `REPLACE_THREAD` in the uncaught exception handler, but this is a rather heavy weight approach.",Open,To Do,Improvement,Major,Uladzislau Blok,Matthias J. Sax,KAFKA,Kafka,,,streams,,
KAFKA-19427,13621524,2025-06-23T07:35:07.000+0000,2025-07-15T12:54:39.000+0000,,"The __consumer_offsets topic applies the broker configuration message.max.bytes, which may cause the coordinator broker to allocate too much memory and cause OOM","h3. Kafka cluster configuration

1.Kafka version：4.0
2.The cluster specifications are: 3 brokers and 3 controllers
3.JVM startup parameters:
!image-2025-06-23-14-16-00-554.png!

4.JDK version：
!image-2025-06-23-14-17-34-767.png!
h3. Steps to reproduce the problem

1.In this new cluster, create a test topic: {*}test{*}，and this cluster will eventually have *only this one topic* tested by external users.

topic config : NewTopic newTopic = new NewTopic(""test"", 3, (short) 1);
2.Start the producer and send 1,000 messages
3.Start the consumer and use the earliest strategy for consumption. The groupIds are rivenTest1/rivenTest2/.../rivenTest8

4.During the process of starting the consumer, it was found that some consumer groups failed to start, and the coordinator brokers corresponding to these groups also had OOM exceptions

client error logs：
{code:java}
[main] INFO org.apache.kafka.common.telemetry.internals.KafkaMetricsCollector - initializing Kafka metrics collector
[main] INFO org.apache.kafka.common.security.authenticator.AbstractLogin - Successfully logged in.
[main] INFO org.apache.kafka.common.utils.AppInfoParser - Kafka version: 3.9.1
[main] INFO org.apache.kafka.common.utils.AppInfoParser - Kafka commitId: f745dfdcee2b9851
[main] INFO org.apache.kafka.common.utils.AppInfoParser - Kafka startTimeMs: 1750661985923
[main] INFO org.apache.kafka.clients.consumer.internals.ClassicKafkaConsumer - [Consumer clientId=consumer-rivenTest6-1, groupId=rivenTest6] Subscribed to topic(s): test
[main] INFO org.apache.kafka.clients.Metadata - [Consumer clientId=consumer-rivenTest6-1, groupId=rivenTest6] Cluster ID: 3esGOWhETi-zo2uHq7NsFg
[main] INFO org.apache.kafka.clients.consumer.internals.ConsumerCoordinator - [Consumer clientId=consumer-rivenTest6-1, groupId=rivenTest6] Discovered group coordinator 18-97-25-88-k.mq.zoomdev.us:9889 (id: 2147483644 rack: null)
[main] INFO org.apache.kafka.clients.consumer.internals.ConsumerCoordinator - [Consumer clientId=consumer-rivenTest6-1, groupId=rivenTest6] (Re-)joining group
[main] INFO org.apache.kafka.clients.consumer.internals.ConsumerCoordinator - [Consumer clientId=consumer-rivenTest6-1, groupId=rivenTest6] Request joining group due to: need to re-join with the given member-id: consumer-rivenTest6-1-38849218-32fa-430d-b14c-d3ce7ff402c4
[main] INFO org.apache.kafka.clients.consumer.internals.ConsumerCoordinator - [Consumer clientId=consumer-rivenTest6-1, groupId=rivenTest6] (Re-)joining group
[main] INFO org.apache.kafka.clients.consumer.internals.ConsumerCoordinator - [Consumer clientId=consumer-rivenTest6-1, groupId=rivenTest6] Successfully joined group with generation Generation{generationId=17, memberId='consumer-rivenTest6-1-38849218-32fa-430d-b14c-d3ce7ff402c4', protocol='roundrobin'}
[main] INFO org.apache.kafka.clients.consumer.internals.ConsumerCoordinator - [Consumer clientId=consumer-rivenTest6-1, groupId=rivenTest6] Finished assignment for group at generation 17: {consumer-rivenTest6-1-38849218-32fa-430d-b14c-d3ce7ff402c4=Assignment(partitions=[test-0, test-1, test-2])}
[main] INFO org.apache.kafka.clients.consumer.internals.ConsumerCoordinator - [Consumer clientId=consumer-rivenTest6-1, groupId=rivenTest6] Request joining group due to: rebalance failed due to 'Unexpected error from SyncGroup: The server experienced an unexpected error when processing the request.' (KafkaException)
org.apache.kafka.common.KafkaException: Unexpected error from SyncGroup: The server experienced an unexpected error when processing the request.
    at org.apache.kafka.clients.consumer.internals.AbstractCoordinator$SyncGroupResponseHandler.handle(AbstractCoordinator.java:893)
    at org.apache.kafka.clients.consumer.internals.AbstractCoordinator$SyncGroupResponseHandler.handle(AbstractCoordinator.java:812)
    at org.apache.kafka.clients.consumer.internals.AbstractCoordinator$CoordinatorResponseHandler.onSuccess(AbstractCoordinator.java:1311)
    at org.apache.kafka.clients.consumer.internals.AbstractCoordinator$CoordinatorResponseHandler.onSuccess(AbstractCoordinator.java:1286)
    at org.apache.kafka.clients.consumer.internals.RequestFuture$1.onSuccess(RequestFuture.java:206)
    at org.apache.kafka.clients.consumer.internals.RequestFuture.fireSuccess(RequestFuture.java:169)
    at org.apache.kafka.clients.consumer.internals.RequestFuture.complete(RequestFuture.java:129)
    at org.apache.kafka.clients.consumer.internals.ConsumerNetworkClient$RequestFutureCompletionHandler.fireCompletion(ConsumerNetworkClient.java:617)
    at org.apache.kafka.clients.consumer.internals.ConsumerNetworkClient.firePendingCompletedRequests(ConsumerNetworkClient.java:429)
    at org.apache.kafka.clients.consumer.internals.ConsumerNetworkClient.poll(ConsumerNetworkClient.java:314)
    at org.apache.kafka.clients.consumer.internals.ConsumerNetworkClient.poll(ConsumerNetworkClient.java:253)
    at org.apache.kafka.clients.consumer.internals.ClassicKafkaConsumer.pollForFetches(ClassicKafkaConsumer.java:692)
    at org.apache.kafka.clients.consumer.internals.ClassicKafkaConsumer.poll(ClassicKafkaConsumer.java:623)
    at org.apache.kafka.clients.consumer.internals.ClassicKafkaConsumer.poll(ClassicKafkaConsumer.java:596)
    at org.apache.kafka.clients.consumer.KafkaConsumer.poll(KafkaConsumer.java:874)
    at us.zoom.mq.examples.ConsumerTest.startConsumer(ConsumerTest.java:233)
    at us.zoom.mq.examples.ConsumerTest.main(ConsumerTest.java:149)
[main] INFO org.apache.kafka.clients.consumer.internals.ConsumerCoordinator - [Consumer clientId=consumer-rivenTest6-1, groupId=rivenTest6] Member consumer-rivenTest6-1-38849218-32fa-430d-b14c-d3ce7ff402c4 sending LeaveGroup request to coordinator 18-97-25-88-k.mq.zoomdev.us:9889 (id: 2147483644 rack: null) due to the consumer is being closed
[main] INFO org.apache.kafka.clients.consumer.internals.ConsumerCoordinator - [Consumer clientId=consumer-rivenTest6-1, groupId=rivenTest6] Resetting generation and member id due to: consumer pro-actively leaving the group
[main] INFO org.apache.kafka.clients.consumer.internals.ConsumerCoordinator - [Consumer clientId=consumer-rivenTest6-1, groupId=rivenTest6] Request joining group due to: consumer pro-actively leaving the group
[main] ERROR org.apache.kafka.clients.consumer.internals.ConsumerCoordinator - [Consumer clientId=consumer-rivenTest6-1, groupId=rivenTest6] LeaveGroup request with Generation{generationId=17, memberId='consumer-rivenTest6-1-38849218-32fa-430d-b14c-d3ce7ff402c4', protocol='roundrobin'} failed with error: The server experienced an unexpected error when processing the request.
[main] INFO org.apache.kafka.common.metrics.Metrics - Metrics scheduler closed
[main] INFO org.apache.kafka.common.metrics.Metrics - Closing reporter org.apache.kafka.common.metrics.JmxReporter
[main] INFO org.apache.kafka.common.metrics.Metrics - Closing reporter org.apache.kafka.common.telemetry.internals.ClientTelemetryReporter
[main] INFO org.apache.kafka.common.metrics.Metrics - Metrics reporters closed
[main] INFO org.apache.kafka.common.utils.AppInfoParser - App info kafka.consumer for consumer-rivenTest6-1 unregistered {code}
coordinator broker error logs：
!image-2025-06-23-15-04-26-598.png!

 

 
h3. Analysis:

This is a brand new Kafka4.0 cluster with only one topic created;
The JDK version is 17;
Why does the broker encounter OOM so quickly when it is just sending and consuming data? Is there a memory leak somewhere?
1 First, use the arthas tool to analyze the memory usage

!image-2025-06-23-15-04-15-708.png!

We can see that most of the heap memory is {*}occupied by the old generation{*}, and it is likely that the program will directly experience OOM of the heap memory when it needs to {color:#ff0000}*apply for a large object. It should be noted that the maximum memory we allocate to the Kafka process is actually 3G, and there is also a lot of space left in the heap memory. Why does it directly trigger the Java heap space type OOM in this case?*{color}

{color:#172b4d}2.Dump memory snapshots and use tools to analyze what is currently occupying a large amount of memory in the program
!image-2025-06-23-15-33-06-851.png!

!image-2025-06-23-15-33-26-209.png!
After analyzing the memory usage, I found that it was basically all the *coordinators* objects in the *CoordinatorRuntime* class that occupied the memory and did not release it; coordinators is a ConcurrentHashMap structure, the key is the TopicPartition type, and the value is the CoordinatorContext type.
!image-2025-06-23-15-11-13-026.png!

Why does a broker machine simply start a consumer, the topic has only three partitions, and the consumer group uses no more than 10 partitions in total, and the *coordinators* object in the broker process occupies such a large amount of memory and does not release it?
Is there a problem with the broker configuration or the JDK17 version or the jvm startup parameters, or is there a memory leak in the kafka 4.0 version code?{color}{color:#172b4d}Please help analyze and answer, looking forward to your reply.
Thank you very much!{color}",Open,To Do,Bug,Critical,,RivenSun,KAFKA,Kafka,,,"consumer,group-coordinator",,
KAFKA-19404,13620780,2025-06-12T15:24:57.000+0000,2025-07-15T10:45:13.000+0000,,Connect's plugin.path documentation does not match behavior,"The doc currently states:
{quote}The list should consist of top level directories that include any combination of:
a) directories immediately containing jars with plugins and their dependencies
b) uber-jars with plugins and their dependencies
c) directories immediately containing the package directory structure of classes of plugins and their dependencies
{quote}
In practice plugins are found even if they are in nested directories. For example we can set {{plugin.path}} to {{/var/plugins}} and it will find all these plugins:
{noformat}
/var/plugins
└── nested1
    └── nested2
        ├── plugin1
        │   └── plugin1.jar
        ├── plugin2
        │   └── plugin2.jar
        ├── plugin3
            └── plugin3.jar
{noformat}

I think we should adjust the documentation to match the current behavior",Open,To Do,Task,Major,,Mickael Maison,KAFKA,Kafka,,,connect,,
KAFKA-19400,13620670,2025-06-11T14:00:42.000+0000,2025-07-14T14:38:11.000+0000,,Update AddRaftVoterRPC to support controller auto-joining,"When AddRaftVoterRPCs are sent as part of auto-joining, the active controller should send a response after the new voter set has been appended to only its own log. This allows the auto-joining replica to fetch the new voter set.",Open,To Do,Improvement,Major,Kevin Wu,Kevin Wu,KAFKA,Kafka,,,,,4.2.0
KAFKA-19395,13620494,2025-06-10T04:54:06.000+0000,2025-07-11T08:22:37.000+0000,,The version and license information in the `NOTICE-binary` file for `JUnit` are inconsistent,"[1]: [https://github.com/apache/kafka/blob/3a0a1705a1a7caa9b4b14158b05325138c904451/NOTICE-binary#L163]

[2]:

https://github.com/apache/kafka/blob/3a0a1705a1a7caa9b4b14158b05325138c904451/NOTICE-binary#L251",Open,To Do,Improvement,Minor,Nick Guo,Nick Guo,KAFKA,Kafka,,,,,
KAFKA-19390,13620394,2025-06-09T05:47:05.000+0000,2025-07-15T17:07:04.000+0000,2025-07-08T16:16:09.000+0000,AbstractIndex#resize() does not release old mmap on Linux,"Our kafka broker crashed with the following error:
{code:java}
[2025-03-29 09:37:03,218] ERROR Error while appending records to <topic>-<partition> in dir /kafka-logs/data ...
java.io.IOException: Map failed
at java.base/sun.nio.ch.FileChannelImpl.mapInternal(FileChannelImpl.java:1127)
at java.base/sun.nio.ch.FileChannelImpl.map(FileChannelImpl.java:1032)
at org.apache.kafka.storage.internals.log.AbstractIndex.createMappedBuffer(AbstractIndex.java:467)
at org.apache.kafka.storage.internals.log.AbstractIndex.createAndAssignMmap(AbstractIndex.java:105)
at org.apache.kafka.storage.internals.log.AbstractIndex.<init>(AbstractIndex.java:83)
at org.apache.kafka.storage.internals.log.TimeIndex.<init>(TimeIndex.java:65)
at org.apache.kafka.storage.internals.log.LazyIndex.loadIndex(LazyIndex.java:242)
at org.apache.kafka.storage.internals.log.LazyIndex.get(LazyIndex.java:179)
at org.apache.kafka.storage.internals.log.LogSegment.timeIndex(LogSegment.java:146)
at org.apache.kafka.storage.internals.log.LogSegment.readMaxTimestampAndOffsetSoFar(LogSegment.java:201)
at org.apache.kafka.storage.internals.log.LogSegment.maxTimestampSoFar(LogSegment.java:211)
at org.apache.kafka.storage.internals.log.LogSegment.append(LogSegment.java:262)
at kafka.log.LocalLog.append(LocalLog.scala:417)
...
Caused by: java.lang.OutOfMemoryError: Map failed
at java.base/sun.nio.ch.FileChannelImpl.map0(Native Method)
at java.base/sun.nio.ch.FileChannelImpl.mapInternal(FileChannelImpl.java:1124)
... 33 more{code}
We found that kafka process hit the vm.max_map_count limit (which was set to 262144) and most of the mapped entries correspond to deleted index files.
{code:java}
> sudo cat /proc/${KAFKA_PID}/maps | grep deleted
7d8c5cc00000-7d8c5d600000 rw-s 00000000 08:11 202854769 /kafka-logs/data/topic1-22/00000000332910579773.timeindex.deleted (deleted)
7d8c5d800000-7d8c5e200000 rw-s 00000000 08:11 202854768 /kafka-logs/data/topic1-22/00000000332910579773.index.deleted (deleted)
7d8c67400000-7d8c67e00000 rw-s 00000000 08:11 202562514 /kafka-logs/data/topic2-116/00000000165968090794.timeindex.deleted (deleted)
7d8c68000000-7d8c68a00000 rw-s 00000000 08:11 202562513 /kafka-logs/data/topic2-116/00000000165968090794.index.deleted (deleted)
7d8c6d400000-7d8c6de00000 rw-s 00000000 08:11 202596518 /kafka-logs/data/topic2-356/00000000168702579081.timeindex.deleted (deleted)
7d8c6e000000-7d8c6ea00000 rw-s 00000000 08:11 202596517 /kafka-logs/data/topic2-356/00000000168702579081.index.deleted (deleted)
7d8c71c00000-7d8c72600000 rw-s 00000000 08:11 202798981 /kafka-logs/data/topic3-433/00000000116740630582.timeindex.deleted (deleted)
7d8c72800000-7d8c73200000 rw-s 00000000 08:11 202798980 /kafka-logs/data/topic3-433/00000000116740630582.index.deleted (deleted)
7d8c77c00000-7d8c78600000 rw-s 00000000 08:11 202754947 /kafka-logs/data/topic3-74/00000000118067749684.timeindex.deleted (deleted)
7d8c78800000-7d8c79200000 rw-s 00000000 08:11 202754946 /kafka-logs/data/topic3-74/00000000118067749684.index.deleted (deleted)
7d8c79400000-7d8c79e00000 rw-s 00000000 08:11 202813710 /kafka-logs/data/topic2-82/00000000162756700035.timeindex.deleted (deleted)
7d8c7a000000-7d8c7aa00000 rw-s 00000000 08:11 202813709 /kafka-logs/data/topic2-82/00000000162756700035.index.deleted (deleted)
7d8c7ac00000-7d8c7b600000 rw-s 00000000 08:11 202596526 /kafka-logs/data/topic2-355/00000000169939763750.timeindex.deleted (deleted)
7d8c7b800000-7d8c7c200000 rw-s 00000000 08:11 202596525 /kafka-logs/data/topic2-355/00000000169939763750.index.deleted (deleted)
7d8c7c400000-7d8c7ce00000 rw-s 00000000 08:11 202562498 /kafka-logs/data/topic2-295/00000000168913981903.timeindex.deleted (deleted)
7d8c7d000000-7d8c7da00000 rw-s 00000000 08:11 202562497 /kafka-logs/data/topic2-295/00000000168913981903.index.deleted (deleted)
7d8c80c00000-7d8c81600000 rw-s 00000000 08:11 202754939 /kafka-logs/data/topic3-13/00000000115588098896.timeindex.deleted (deleted)
7d8c81800000-7d8c82200000 rw-s 00000000 08:11 202754938 /kafka-logs/data/topic3-13/00000000115588098896.index.deleted (deleted)
7d8c83c00000-7d8c84600000 rw-s 00000000 08:11 202798989 /kafka-logs/data/topic3-314/00000000118254254601.timeindex.deleted (deleted)
7d8c84800000-7d8c85200000 rw-s 00000000 08:11 202798988 /kafka-logs/data/topic3-314/00000000118254254601.index.deleted (deleted)
...{code}
In AbstractIndex.resize(), the old memory mapping is explicitly unmapped on windows or z/OS using safeForceUnmap(), but on Linux the unmapping step is skipped.
The same issue was originally reported in KAFKA-7442, but the corresponding pull request was never merged.
We propose that resize() should call safeForceUnmap() on all platforms to prevent stale mappings from lingering.

ref: [https://speakerdeck.com/lycorptech_jp/20250609b]
h2. Test

We tested our patch on the following system environment and found no measurable performance regression.

*Environment*
 * Kafka: 3.8.1
 * Java: OpenJDK 17
 * OS: Rocky Linux 9
 * Broker: 10 brokers for original, 10 brokers for patched
 ** CPU: Intel Xeon Silver 4310 (2 sockets)
 ** Memory: 250 GB
 ** Disk: HDD

*Workloads*
 * Peak throughput per broker:
 ** 6K req/s
 ** 85.2 MB/s

h3. Idle percentage of request handler and network processor threads

original:

!orig_request_handler.png|width=1000,height=222!

!orig_network_processor.png|width=999,height=163!

patched:

!patched_request_handler.png|width=997,height=228!

!patched_network_processor.png|width=1004,height=160!
h3. Resource load

original:

!orig_cpu.png|width=1000,height=227!

!orig_disk_io.png|width=997,height=168!

patched:

!patched_cpu.png|width=999,height=227!

!patched_disk_io.png|width=1002,height=160!",Resolved,Done,Bug,Major,Masahiro Mori,Masahiro Mori,KAFKA,Kafka,,,core,Linux,4.2.0
KAFKA-19377,13620178,2025-06-05T15:20:00.000+0000,2025-07-15T06:19:49.000+0000,,Update /streams/developer-guide/security.html for KIP-1071,"KIP-1071 needs DESCRIBE GROUP / READ GROUP permissions.

to describe required ACLs for streams groups",In Progress,In Progress,Sub-task,Major,Haozhong Ma,Lucas Brutschy,KAFKA,Kafka,,,"documentation,streams",,
KAFKA-19357,13619796,2025-06-01T07:50:22.000+0000,2025-07-15T04:17:09.000+0000,,AsyncConsumer#close hangs during closing because the commitAsync request never completes due to a missing coordinator,"KAFKA-16103 ensures the AsyncConsumer wait the requests sent by commitAsync during the close. However, the `CoordinatorRequestManager` does not send any request to find coordinator during close, and hence the requests sent by `CommitRequestManager are never completed during the close since there is no coordinator",Open,To Do,Bug,Major,Yu Chia Ma,Chia-Ping Tsai,KAFKA,Kafka,,,"clients,consumer",,4.2.0
KAFKA-19354,13619705,2025-05-30T17:59:08.000+0000,2025-07-09T15:16:00.000+0000,,KRaft observer unable to recover after re-bootstrapping to follower,"[Original dev mail thread|https://lists.apache.org/thread/ws3390khsxhdg2b8cnv2mzv8slz5xq7q]

If an observer's FETCH request to the quorum leader experiences a failure/timeout, it is possible that when it re-bootstraps, it will connect to a follower node (random selection). Subsequently, the observer node will continually send FETCH requests to that follower, and in receive a response with a ""partitionError"" errorCode=6 (NOT_LEADER_OR_FOLLOWER), which does not trigger a re-bootstrap.
Thus, the observer will be stuck sending FETCH requests to the follower instead of the leader, halting metadata replication and causing it to fall out of sync.

To recover from this state, re-bootstrapping would need to occur by restarting the affected observer or follower, until it connects to the correct leader.

*Steps to reproduce:*
1. Spin up Kafka cluster with 3 or 5 controllers. (ideally 5 to increase likelihood of bootstrapping to a follower instead of the leader)
2. Enable a network delay on a particular observer broker (e.g. `tc qdisc add dev eth0 root netem delay 2500ms`). I picked 2500ms since default timeout is 2s for `controller.quorum.fetch.timeout.ms`/`controller.quorum.request.timeout.ms`. After a few seconds, disable the network delay (e.g. `tc qdisc del dev eth0 root netem`).
3. The observer node will re-bootstrap, potentially to a follower instead of the leader. If so, the observer will continuously send fetch requests to the follower node, receive `NOT_LEADER_OR_FOLLOWER` in response, and will no longer replicate metadata.

*Debug logs demonstrating this scenario:*
- https://gist.github.com/justin-chen/1f3eee79d9a5066a467818a0b1bc006f
- kraftcontroller-3 (leader), kraftcontroller-4 (follower), kafka-0 (observer)
",Patch Available,In Progress,Bug,Major,Alyssa Huang,Justin Chen,KAFKA,Kafka,,,kraft,,
KAFKA-19332,13619209,2025-05-26T12:05:09.000+0000,2025-07-15T11:13:53.000+0000,,Fix flaky test : testAlterReadCommittedToReadUncommittedIsolationLevelWithReleaseAck and testAlterReadCommittedToReadUncommittedIsolationLevelWithRejectAck,The test has been flaky in AK builds - [https://develocity.apache.org/scans/tests?search.names=CI%20workflow%2CGit%20repository&search.relativeStartTime=P28D&search.rootProjectNames=kafka&search.tags=github%2Ctrunk&search.tasks=test&search.timeZoneId=Asia%2FCalcutta&search.values=CI%2Chttps:%2F%2Fgithub.com%2Fapache%2Fkafka&tests.container=org.apache.kafka.clients.consumer.ShareConsumerTest&tests.test=testAlterReadCommittedToReadUncommittedIsolationLevelWithReleaseAck()%5B2%5D],Reopened,To Do,Sub-task,Major,Apoorv Mittal,Shivsundar R,KAFKA,Kafka,,,,,
KAFKA-19306,13618461,2025-05-18T17:54:52.000+0000,2025-07-11T18:00:44.000+0000,,Migrate LogCompactionTester to tool module,as title,Open,To Do,Improvement,Major,Yunchi Pang,Chia-Ping Tsai,KAFKA,Kafka,,,,,
KAFKA-19305,13618460,2025-05-18T16:27:35.000+0000,2025-07-14T18:53:16.000+0000,,Ensure all image classes are immutable,"The collections in ClientQuotaImage, TopicImage, and ScramImage are not wrapped to ensure immutability. In contrast, the collections in other image classes are.",Open,To Do,Improvement,Minor,Chang Chi Hsu,Chia-Ping Tsai,KAFKA,Kafka,,,,,
KAFKA-19301,13618436,2025-05-18T03:03:13.000+0000,2025-07-15T14:54:44.000+0000,,"Move PartitionListener, AlterPartitionListener, AssignmentState, PartitionState, and PendingPartitionChange to storage module","# As title to move scala class / trait to storage module.
 # Rewrite them in Java.",Open,To Do,Sub-task,Major,Chih-Yuan Chien,PoAn Yang,KAFKA,Kafka,,,,,
KAFKA-19279,13618079,2025-05-14T09:03:13.000+0000,2025-07-14T05:55:03.000+0000,,DefaultMessageFormatter is inaccessible as it's package-private class,"As per [upgrade-notes|
https://github.com/apache/kafka/blob/ec70c4436210b7578777739091e365b03c69946f/docs/upgrade.html#L259],  it has been told as below
{code:java}
kafka.tools.DefaultMessageFormatter{code}
class was removed. 
 
Please use the 
{code:java}
org.apache.kafka.tools.consumer.DefaultMessageFormatter{code}
class instead.
 
 
Now 
{code:java}
org.apache.kafka.tools.consumer.DefaultMessageFormatter{code}
is package-private class which means, we can't directly use it as below
 
{code:java}
private val defaultFormatter: DefaultMessageFormatter = new DefaultMessageFormatter {code}
 
It throws error as 
{code:java}
Symbol DefaultMessageFormatter is inaccessible from this place {code}
Due ot this, we can't use other member variable `printHeaders`. 
 
This is happened when we upgraded kafka-tools from 3.4.1 to 3.9.0 version. 
 
Need help in this regarding. ",Patch Available,In Progress,Bug,Major,,Aniruddha Navare,KAFKA,Kafka,,,tools,,
